prospect_id,canonical_business_name,phone,email,website,address,operator_type,harbor_name,research_summary,supply_chain_summary,confidence,sources,field_ids,field_count,needs_review,approved,last_enriched
118,"105 Sam Fonzo Drive, Beverly, MA 01915, USA",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 4 boats near 105 Sam Fonzo Drive, Beverly, MA 01915, USA. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 105 Sam Fonzo Drive, Beverly, MA 01915, USA — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],398,1,1,0,2026-07-20T19:10:15.982647+00:00
119,"109 Point Rd, Portsmouth, RI 02871, USA",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 41 boats near 109 Point Rd, Portsmouth, RI 02871, USA. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 109 Point Rd, Portsmouth, RI 02871, USA — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],399,1,1,0,2026-07-20T19:10:15.988028+00:00
120,"47 Point Rd, Portsmouth, RI 02871, USA",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 7 boats near 47 Point Rd, Portsmouth, RI 02871, USA. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 47 Point Rd, Portsmouth, RI 02871, USA — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],400,1,1,0,2026-07-20T19:10:15.993057+00:00
121,"JQGM+6C, Tiverton, RI 02878, USA",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 5 boats near JQGM+6C, Tiverton, RI 02878, USA. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for JQGM+6C, Tiverton, RI 02878, USA — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],401,1,1,0,2026-07-20T19:10:16.980354+00:00
122,"35 Steamboat Ave, North Kingstown, RI 02852, USA",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 13 boats near 35 Steamboat Ave, North Kingstown, RI 02852, USA. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 35 Steamboat Ave, North Kingstown, RI 02852, USA — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],402,1,1,0,2026-07-20T19:10:16.988545+00:00
123,"275 River St, Weymouth, MA 02191, USA",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 69 boats near 275 River St, Weymouth, MA 02191, USA. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 275 River St, Weymouth, MA 02191, USA — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],403,1,1,0,2026-07-20T19:10:16.994930+00:00
124,"68 Red Brook Harbor Rd, Cataumet, MA 02534, USA",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 29 boats near 68 Red Brook Harbor Rd, Cataumet, MA 02534, USA. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 68 Red Brook Harbor Rd, Cataumet, MA 02534, USA — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],"404,599",2,1,0,2026-07-20T19:10:16.999638+00:00
125,"71 Red Brook Harbor Rd, Cataumet, MA 02534, USA",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 4 boats near 71 Red Brook Harbor Rd, Cataumet, MA 02534, USA. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 71 Red Brook Harbor Rd, Cataumet, MA 02534, USA — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],405,1,1,0,2026-07-20T19:10:17.005594+00:00
126,"74P4+M6 Hull, MA, USA",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 99 boats near 74P4+M6 Hull, MA, USA. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 74P4+M6 Hull, MA, USA — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],406,1,1,0,2026-07-20T19:10:17.013594+00:00
127,"110 Long Wharf Mall, Newport, RI 02840, USA",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 69 boats near 110 Long Wharf Mall, Newport, RI 02840, USA. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 110 Long Wharf Mall, Newport, RI 02840, USA — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],407,1,1,0,2026-07-20T19:10:17.760131+00:00
128,"26 Linda Rd, Wakefield, MA 01880, USA",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 56 boats near 26 Linda Rd, Wakefield, MA 01880, USA. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 26 Linda Rd, Wakefield, MA 01880, USA — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],408,1,1,0,2026-07-20T19:10:17.765890+00:00
129,"14 Union St, Plymouth, MA 02360, USA",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 45 boats near 14 Union St, Plymouth, MA 02360, USA. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 14 Union St, Plymouth, MA 02360, USA — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],409,1,1,0,2026-07-20T19:10:51.694541+00:00
130,"76 Orlando Ave, Winthrop, MA 02152, USA",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 26 boats near 76 Orlando Ave, Winthrop, MA 02152, USA. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 76 Orlando Ave, Winthrop, MA 02152, USA — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],410,1,1,0,2026-07-20T19:10:51.704919+00:00
131,"46 Orlando Ave, Winthrop, MA 02152, USA",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 23 boats near 46 Orlando Ave, Winthrop, MA 02152, USA. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 46 Orlando Ave, Winthrop, MA 02152, USA — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],411,1,1,0,2026-07-20T19:10:51.711803+00:00
132,"150 Front St, Scituate, MA 02066, USA",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 17 boats near 150 Front St, Scituate, MA 02066, USA. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 150 Front St, Scituate, MA 02066, USA — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],"412,571",2,1,0,2026-07-20T19:10:51.716320+00:00
133,"79 Cole Pkwy, Scituate, MA 02066, USA",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 4 boats near 79 Cole Pkwy, Scituate, MA 02066, USA. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 79 Cole Pkwy, Scituate, MA 02066, USA — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],413,1,1,0,2026-07-20T19:10:51.721335+00:00
134,"292 High Rd, Newbury, MA 01951, USA",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 17 boats near 292 High Rd, Newbury, MA 01951, USA. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 292 High Rd, Newbury, MA 01951, USA — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],"414,544,545",3,1,0,2026-07-20T19:10:51.726864+00:00
135,"1 Lanes End, Newbury, MA 01951, USA",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 5 boats near 1 Lanes End, Newbury, MA 01951, USA. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 1 Lanes End, Newbury, MA 01951, USA — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],415,1,1,0,2026-07-20T19:10:52.622656+00:00
136,"Latham Park, Latham Ave, Barrington, RI 02806, USA",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 23 boats near Latham Park, Latham Ave, Barrington, RI 02806, USA. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for Latham Park, Latham Ave, Barrington, RI 02806, USA — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],416,1,1,0,2026-07-20T19:10:52.630244+00:00
137,"260 Riverside Dr, Riverside, RI 02915, USA",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 7 boats near 260 Riverside Dr, Riverside, RI 02915, USA. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 260 Riverside Dr, Riverside, RI 02915, USA — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],417,1,1,0,2026-07-20T19:10:52.635984+00:00
138,"6 Leslie Ave, Barrington, RI 02806, USA",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 5 boats near 6 Leslie Ave, Barrington, RI 02806, USA. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 6 Leslie Ave, Barrington, RI 02806, USA — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],418,1,1,0,2026-07-20T19:10:52.644518+00:00
139,"PJXW+62 East Providence, RI, USA",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 4 boats near PJXW+62 East Providence, RI, USA. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for PJXW+62 East Providence, RI, USA — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],419,1,1,0,2026-07-20T19:10:52.650243+00:00
140,"165 Tidal Dr, North Kingstown, RI 02852, USA",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 95 boats near 165 Tidal Dr, North Kingstown, RI 02852, USA. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 165 Tidal Dr, North Kingstown, RI 02852, USA — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],420,1,1,0,2026-07-20T19:10:52.654943+00:00
141,"24 Bruce Boyer Rd, North Kingstown, RI 02852, USA",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 8 boats near 24 Bruce Boyer Rd, North Kingstown, RI 02852, USA. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 24 Bruce Boyer Rd, North Kingstown, RI 02852, USA — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],"421,597",2,1,0,2026-07-20T19:10:53.667772+00:00
142,"12 Freezer Rd, Sandwich, MA 02563, USA",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 34 boats near 12 Freezer Rd, Sandwich, MA 02563, USA. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 12 Freezer Rd, Sandwich, MA 02563, USA — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],422,1,1,0,2026-07-20T19:10:53.673737+00:00
143,"QV7C+9X Somerset, MA, USA",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 82 boats near QV7C+9X Somerset, MA, USA. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for QV7C+9X Somerset, MA, USA — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],423,1,1,0,2026-07-20T19:10:53.681975+00:00
144,"57 Miller St, Warren, RI 02885, USA",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 73 boats near 57 Miller St, Warren, RI 02885, USA. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 57 Miller St, Warren, RI 02885, USA — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],424,1,1,0,2026-07-20T19:10:53.685965+00:00
145,"23 Water St, Warren, RI 02885, USA",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 4 boats near 23 Water St, Warren, RI 02885, USA. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 23 Water St, Warren, RI 02885, USA — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],425,1,1,0,2026-07-20T19:10:53.690635+00:00
146,"18 Quissett Harbor Rd, Falmouth, MA 02540, USA",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 40 boats near 18 Quissett Harbor Rd, Falmouth, MA 02540, USA. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 18 Quissett Harbor Rd, Falmouth, MA 02540, USA — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],426,1,1,0,2026-07-20T19:10:53.695484+00:00
147,"Weymouth-Fore River Canoe Access, Fore Riv Riverwalk, Weymouth, MA 02188, USA",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 65 boats near Weymouth-Fore River Canoe Access, Fore Riv Riverwalk, Weymouth, MA 02188, USA. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for Weymouth-Fore River Canoe Access, Fore Riv Riverwalk, Weymouth, MA 02188, USA — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],427,1,1,0,2026-07-20T19:10:54.556432+00:00
148,"234 Commercial St, Weymouth, MA 02188, USA",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 6 boats near 234 Commercial St, Weymouth, MA 02188, USA. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 234 Commercial St, Weymouth, MA 02188, USA — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],428,1,1,0,2026-07-20T19:10:54.565488+00:00
149,"362 Pond St, Wakefield, RI 02879, USA",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 37 boats near 362 Pond St, Wakefield, RI 02879, USA. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 362 Pond St, Wakefield, RI 02879, USA — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],429,1,1,0,2026-07-20T19:11:27.770964+00:00
150,"210 Salt Pond Rd, South Kingstown, RI 02879, USA",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 11 boats near 210 Salt Pond Rd, South Kingstown, RI 02879, USA. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 210 Salt Pond Rd, South Kingstown, RI 02879, USA — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],430,1,1,0,2026-07-20T19:11:27.779126+00:00
151,"325 Point Judith Rd, Narragansett, RI 02882, USA",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 13 boats near 325 Point Judith Rd, Narragansett, RI 02882, USA. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 325 Point Judith Rd, Narragansett, RI 02882, USA — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],431,1,1,0,2026-07-20T19:11:27.786106+00:00
152,"42 Fiddler's Cove Rd, North Falmouth, MA 02556, USA",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 35 boats near 42 Fiddler's Cove Rd, North Falmouth, MA 02556, USA. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 42 Fiddler's Cove Rd, North Falmouth, MA 02556, USA — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],432,1,1,0,2026-07-20T19:11:27.792412+00:00
153,"1 Main St, Winthrop, MA 02152, USA",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 77 boats near 1 Main St, Winthrop, MA 02152, USA. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 1 Main St, Winthrop, MA 02152, USA — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],433,1,1,0,2026-07-20T19:11:27.797331+00:00
154,"95 Main St, Winthrop, MA 02152, USA",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 5 boats near 95 Main St, Winthrop, MA 02152, USA. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 95 Main St, Winthrop, MA 02152, USA — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],434,1,1,0,2026-07-20T19:11:27.802574+00:00
155,"41 Tileston Rd, Winthrop, MA 02152, USA",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 4 boats near 41 Tileston Rd, Winthrop, MA 02152, USA. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 41 Tileston Rd, Winthrop, MA 02152, USA — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],435,1,1,0,2026-07-20T19:11:28.815549+00:00
156,"470 Pleasant St, Winthrop, MA 02152, USA",,,,,unknown,,"Places-only enrichment (Gemini unavailable). Detected mooring field with 5 boats near 470 Pleasant St, Winthrop, MA 02152, USA. Re-run enrich-research after setting GEMINI_API_KEY for harbor and mooring contractor lookup.","Supply chain for 470 Pleasant St, Winthrop, MA 02152, USA — overall confidence: Low
Supply chain research unavailable. {
  ""error"": {
    ""code"": 429,
    ""message"": ""Your prepayment credits are depleted. Please go to AI Studio at https://ai.studio/projects to manage your project and billing. Learn more at https://ai.google.dev/gemini-api/docs/billing#prepay. "",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
",0.35,[],436,1,1,0,2026-07-20T19:11:28.820935+00:00
